11.4598595,0.186507961
12.73722612,0.216269865
14.01459971,0.244047597
15.20073381,0.279761942
16.66058636,0.317460308
17.84672046,0.35515875
19.12408708,0.396825385
20.03649579,0.442460289
21.2226299,0.488095269
22.04379913,0.527777807
22.95620783,0.567460346
23.59489115,0.609126981
24.41606038,0.648809519
25.23722961,0.692460327
25.78467344,0.7261905
26.69708215,0.7738095
27.33576546,0.813492039
27.97445573,0.857142846
28.88686444,0.906746019
29.70803367,0.950396827
30.43795646,0.992063462
31.80656952,1.005952366
32.53649927,0.972222193
33.0839431,0.91468252
33.3576685,0.853174615
33.63138694,0.771825404
33.72262642,0.708333327
33.63138694,0.662698423
33.72262642,0.607142884
33.81387286,0.539682538
33.90511233,0.466269827
33.81387286,0.408730192
33.81387286,0.327380942
33.72262642,0.224206327
33.81387286,0.170634885
33.90511233,0.126984153
33.99635181,0.067460346
33.99635181,0.019841269
34.08759129,-0.001984097
